연번,시군구,중개업소 구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
7244, 해운대구,공인중개사,명미라,베스트공인중개사사무소,"부산광역시 해운대구 반여로 42 상가 107호(반여동, 센텀kcc스위첸아파트)",35.19562105,129.1218464,2023-01-30
7245, 해운대구,공인중개사,강동기,삼성공인중개사사무소,부산광역시 해운대구 송정중앙로5번길 39 (송정동),35.18524454,129.2026876,2023-01-30
7246, 해운대구,공인중개사,이윤재,이안행복부동산중개,부산광역시 해운대구 좌동순환로 5 101동 102호(중동),35.16695088,129.1672808,2023-01-30
7247, 해운대구,공인중개사,하다영,Lct감동공인중개사사무소,"부산광역시 해운대구 달맞이길 30 포디움동 3015호 일부(중동, 엘시티)",35.16132822,129.1680126,2023-01-30
7248, 해운대구,공인중개사,김해주,LCT예일공인중개사사무소,"부산광역시 해운대구 달맞이길 30 엘시티 포디움동 1035 (중동, 엘시티)",35.16132822,129.1680126,2023-01-30
7249, 해운대구,공인중개사,박도은,행운드림부동산중개,부산광역시 해운대구 해운대로 602 607호(우동),35.16220686,129.1572465,2023-01-30
7250, 해운대구,공인중개사,서유진,GS자이부동산공인중개사사무소,"부산광역시 해운대구 해운대로 435 205동 103호(우동, 해운대자이2단지)",35.16776311,129.143582,2023-01-30
7251, 해운대구,공인중개사,곽현주,부동산맥공인중개사사무소,"부산광역시 해운대구 중동2로34번길 15 상가동 127호(중동, 롯데캐슬스타)",35.16563726,129.1632884,2023-01-30
7252, 해운대구,공인중개사,강지연,114부동산중개,부산광역시 해운대구 재반로242번길 18 지하1층(반여동),35.19854369,129.1322529,2023-01-30
7253, 해운대구,공인중개사,최선재,하나공인중개사사무소,"부산광역시 해운대구 센텀중앙로 145 상가3동 106호(재송동, 더샵센텀파크1차)",35.1767569,129.1235959,2023-01-30
7254, 해운대구,공인중개사,김숙현,벽산블루밍공인중개사사무소,"부산광역시 해운대구 좌동순환로299번길 11 상가동 107호, 108호(좌동, 벽산)",35.16957245,129.1850466,2023-01-30
7255, 해운대구,공인중개사,문수민,채움부동산공인중개사사무소,"부산광역시 해운대구 해운대로81번가길 63 4동 102호(재송동, 센텀협성)",35.19175368,129.1238355,2023-01-30
7256, 해운대구,공인중개사,안혜진,한솔공인중개사사무소,"부산광역시 해운대구 대천로 56 상가동 113호(좌동, 한일아파트)",35.1725819,129.1712804,2023-01-30
7257, 해운대구,공인중개사,김경희,센텀태양부동산공인중개사사무소,부산광역시 해운대구 해운대로76번길 58 1층(재송동),35.18998372,129.1173768,2023-01-30
7258, 해운대구,공인중개사,이상권,은혜공인중개사사무소,부산광역시 해운대구 중동2로 29 1층(중동),35.16424859,129.1633455,2023-01-30
7259, 해운대구,공인중개사,고현정,해운대롯데비스타부동산중개,부산광역시 해운대구 해운대로 658-2 1층 일부(우동),35.1653047,129.1622519,2023-01-30
7260, 해운대구,공인중개사,황정순,우성공인중개사사무소,"부산광역시 해운대구 좌동순환로 275 상가동104호(좌동, 대우2차)",35.17245658,129.1832333,2023-01-30
7261, 해운대구,공인중개사,김정훈,해강공인중개사사무소,"부산광역시 해운대구 양운로 55 104호(좌동, 해운대두산위브센티움)",35.16817117,129.1762336,2023-01-30
7262, 해운대구,공인중개사,전종식,제2센텀부동산공인중개사사무소,부산광역시 해운대구 선수촌로165번길 6 2층(반여동),35.20794271,129.1228398,2023-01-30
7263, 해운대구,공인중개사,이훈,센텀필공인중개사사무소,"부산광역시 해운대구 센텀동로 90 120호(재송동, 센텀필2)",35.17572218,129.1272703,2023-01-30
7264, 해운대구,공인중개사,강명희,더아이파크공인중개사사무소,"부산광역시 해운대구 마린시티2로 38 판매동 RE-115호(우동, 해운대아이파크)",35.157039,129.1433329,2023-01-30
7265, 해운대구,공인중개사,장복자,영산공인중개사사무소,부산광역시 해운대구 아랫반송로 57-1 1층(반송동),35.22274895,129.1509995,2023-01-30
7266, 해운대구,공인중개사,윤솔지,THE킹덤부동산중개,"부산광역시 해운대구 해운대해변로 154 7층 103호(우동,마리나 동원)",35.15811652,129.1485286,2023-01-30
7267, 해운대구,공인중개사,이진형,에이치스위트알파부동산중개,"부산광역시 해운대구 해운대로 620 상점-126-2호(우동, 해운대라뮤에뜨)",35.16296148,129.1584536,2023-01-30
7268, 해운대구,공인중개사,김세미,센텀키움공인중개사사무소,"부산광역시 해운대구 센텀동로 123 B동 26호(재송동, 더샵센텀스타)",35.17758855,129.1243099,2023-01-30
7269, 해운대구,공인중개사,김은홍,명성공인중개사사무소,"부산광역시 해운대구 해운대해변로 30 상가동 101호(우동, 해운대엑소디움)",35.16283464,129.1366636,2023-01-30
7270, 해운대구,공인중개사,김은호,베토벤부동산공인중개사사무소,"부산광역시 해운대구 해운대로 723 103동 102호(중동, 하모니타워마브러스)",35.16699574,129.1691695,2023-01-30
7271, 해운대구,공인중개사,김승암,해성부동산공인중개사사무소,부산광역시 해운대구 구남로29번길 38 5층(중동),35.16262659,129.1623564,2023-01-30
7272, 해운대구,공인중개사,오동헌,신한공인중개사사무소,부산광역시 해운대구 해운대로570번길 14 4층(우동),35.16044763,129.1555202,2023-01-30
7273, 해운대구,공인중개사,권영애,코스모시티베스트공인중개사사무소,"부산광역시 해운대구 해운대해변로357번길 5-1 B1111호(중동, 코스모시티)",35.16425677,129.1681094,2023-01-30
7274, 해운대구,공인중개사,박경희,청담부동산공인중개사사무소,"부산광역시 해운대구 마린시티3로 23 141호(우동,벽산이오렌지프라자)",35.15664443,129.1469274,2023-01-30
7275, 해운대구,공인중개사,장영미,송은부동산중개사무소,"부산광역시 해운대구 마린시티1로 167 104호(우동,현대카멜리아)",35.15750897,129.1498591,2023-01-30
7276, 해운대구,공인중개사,정순홍,트럼프공인중개사사무소,"부산광역시 해운대구 마린시티2로 47 씨동 106호(우동, 트럼프월드마린)",35.1548224,129.143247,2023-01-30
7277, 해운대구,공인중개사,박현경,정원공인중개사사무소,"부산광역시 해운대구 해운대로38번길 60 105동 108호(재송동,센텀협성 르네상스타운)",35.19264772,129.1178196,2023-01-30
7278, 해운대구,공인중개사,정태준,the빌레공인중개사사무소,"부산광역시 해운대구 좌동순환로 463 B101호(중동, 빌레오션오피스텔)",35.16239466,129.1705195,2023-01-30
7279, 해운대구,공인중개사,백은석,선풍공인중개사사무소,"부산광역시 해운대구 청사포로 27 상가동 109호 일부(좌동, 경남선경아파트)",35.16652136,129.1864183,2023-01-30
7280, 해운대구,공인중개사,엄규량,미듬부동산중개,"부산광역시 해운대구 해운대로 564 104호 일부(우동, 해운대 한솔 솔파크)",35.16057202,129.1538207,2023-01-30
7281, 해운대구,공인중개사,하태숙,해운대마리나부동산중개,"부산광역시 해운대구 해운대해변로 83 상가동 117호(우동, 경남마리나아파트)",35.16115664,129.1425564,2023-01-30
7282, 해운대구,공인중개사,김정환,솔레비치부동산중개,"부산광역시 해운대구 해운대해변로 371 607호(중동,솔레비치오피스텔)",35.16514361,129.1696149,2023-01-30
7283, 해운대구,법인,구현정,유한회사맥비스타부동산중개법인,"부산광역시 해운대구 해운대로 663 에이동 105호  (우동,해운대비스타동원 )",35.16571417,129.1618516,2023-01-30
7284, 해운대구,공인중개사,손창옥,베스트부동산공인중개사사무소,"부산광역시 해운대구 세실로 158 상가동 102호(좌동, 동부아파트, )",35.17817903,129.1787493,2023-01-30
7285, 해운대구,공인중개사,신정현,두산부동산공인중개사사무소,"부산광역시 해운대구 양운로 182 주상가동 106호일부(좌동,두산동국)",35.17870621,129.1699412,2023-01-30
7286, 해운대구,공인중개사,김민승,WBC부동산공인중개사사무소,"부산광역시 해운대구 센텀1로 28 101동 103호 일부(우동, WBC the PALACE)",35.16574473,129.1310401,2023-01-30
7287, 해운대구,공인중개사,주정경,롯데캐슬공인중개사사무소,부산광역시 해운대구 좌동로53번길 20 1층(중동),35.17101178,129.1723886,2023-01-30
7288, 해운대구,공인중개사,김나현,예가부동산중개,"부산광역시 해운대구 재송1로 36 101호(재송동,정산파인트리)",35.18758078,129.1228118,2023-01-30
7289, 해운대구,공인중개사,조영덕,대광부동산공인중개사사무소,부산광역시 해운대구 재송1로 11 1층 일부(재송동),35.18798085,129.1214668,2023-01-30
7290, 해운대구,공인중개사,신정화,베스트자이부동산공인중개사사무소,"부산광역시 해운대구 해운대로 435 205동 101호 일부(우동, 해운대자이2단지 )",35.16490248,129.1429711,2023-01-30
7291, 해운대구,공인중개사,설경미,해운대빅마마공인중개사사무소,"부산광역시 해운대구 좌동순환로 458 지하1층(중동, (주)헷세드)",35.16206977,129.1714917,2023-01-30
7292, 해운대구,공인중개사,송연수,더스타부동산중개사무소,"부산광역시 해운대구 중동2로34번길 15 105동 126호(중동, 롯데캐슬스타)",35.16563726,129.1632884,2023-01-30
7293, 해운대구,공인중개사,하양민,길공인중개사사무소,"부산광역시 해운대구 선수촌로 144 1층 일부(반여동, 바른길병원)",35.20594217,129.1218128,2023-01-30
7294, 해운대구,공인중개사,정현아,시원공인중개사사무소,"부산광역시 해운대구 대천로 205 상가동 102호(좌동, 벽산아파트)",35.170537,129.1804282,2023-01-30
7295, 해운대구,공인중개사,차기순,남경부동산공인중개사사무소,"부산광역시 해운대구 청사포로 27 상가동 215호 일부(좌동, 경남선경아파트)",35.16652136,129.1864183,2023-01-30
7296, 해운대구,공인중개사,김현화,동남부동산공인중개사사무소,부산광역시 해운대구 재반로 194 1층 일부(반여동),35.19447504,129.130692,2023-01-30
7297, 해운대구,공인중개사,김양식,센텀트럼프공인중개사사무소,"부산광역시 해운대구 센텀동로 9 119호 일부(우동,트럼프월드센텀)",35.16986881,129.1324585,2023-01-30
7298, 해운대구,공인중개사,이은경,키움부동산공인중개사사무소,"부산광역시 해운대구 센텀동로 123 B동 26호(재송동,더샾센텀스타)",35.17758855,129.1243099,2023-01-30
7299, 해운대구,공인중개사,홍정연,우리자이부동산중개,"부산광역시 해운대구 해운대로 435 205동 102호 일부(우동,해운대자이2단지)",35.16490248,129.1429711,2023-01-30
7300, 해운대구,공인중개사,박수진,자이49공인중개사사무소,"부산광역시 해운대구 해운대로469번길 110 상가 101-1호(우동,해운대자이2차)",35.1683477,129.1427669,2023-01-30
7301, 해운대구,공인중개사,박경선,한일유앤아이공인중개사사무소,"부산광역시 해운대구 대천로 56 상가동 112호(좌동,한일아파트)",35.1725819,129.1712804,2023-01-30
7302, 해운대구,공인중개사,정영열,대지공인중개사사무소,"부산광역시 해운대구 해운대해변로 203 1622호(우동,오션타워)",35.15878741,129.1538064,2023-01-30
7303, 해운대구,법인,김성채,주식회사비투케이부동산중개법인,"부산광역시 해운대구 해운대로469번길 190 상가동 202호(우동,센텀현대아파트)",35.16996075,129.1418564,2023-01-30
7304, 해운대구,공인중개사,김재영,삼성부동산중개,부산광역시 해운대구 해운대로 652 1층(우동),35.16506494,129.1618753,2023-01-30
7305, 해운대구,공인중개사,박명숙,유림노르웨이공인중개사사무소,"부산광역시 해운대구 달맞이길65번길 33 상가동 109호(중동,달맞이유림노르웨이숲)",35.16118308,129.1736962,2023-01-30
7306, 해운대구,공인중개사,백서윤,태영부동산공인중개사사무소,"부산광역시 해운대구 세실로 64 상가-137호(좌동,화목데파트)",35.17097853,129.1776682,2023-01-30
7307, 해운대구,공인중개사,김나영,수영만오뜨공인중개사사무소,"부산광역시 해운대구 마린시티1로 167 114호(우동,현대카멜리아)",35.15750897,129.1498591,2023-01-30
7308, 해운대구,공인중개사,박선영,해운대 엘시티 BAB부동산중개,부산광역시 해운대구 달맞이길 56 1층(중동),35.16111222,129.1707755,2023-01-30
7309, 해운대구,공인중개사,김응길,프라임공인중개사사무소,"부산광역시 해운대구 좌동순환로 275 상가동 102호(좌동,대우2차아파트)",35.17245658,129.1832333,2023-01-30
7310, 해운대구,공인중개사,강기호,대경공인중개사사무소,"부산광역시 해운대구 양운로42번길 12 602호(좌동,가람프라자)",35.16799314,129.1778557,2023-01-30
7311, 해운대구,공인중개사,임은아,해운대롯데공인중개사사무소,부산광역시 해운대구 중동2로 41 1층 일부(중동),35.1653183,129.1627131,2023-01-30
7312, 해운대구,공인중개사,김유실,가이아공인중개사사무소,"부산광역시 해운대구 재반로 105 지하1층(재송동,J&J빌딩)",35.18788618,129.1258354,2023-01-30
7313, 해운대구,공인중개사,이위복,하이공인중개사사무소,"부산광역시 해운대구 센텀동로 26 A-103A1(우동, 한화꿈에그린센텀)",35.17222246,129.1323485,2023-01-30
7314, 해운대구,공인중개사,김귀환,카카오자이공인중개사사무소,부산광역시 해운대구 우동2로14번길 9 1층 일부(우동),35.16636312,129.1609168,2023-01-30
7315, 해운대구,공인중개사,황정혜,이움부동산중개,"부산광역시 해운대구 마린시티2로 38 판매동 RE-105호(우동, 해운대아이파크)",35.157039,129.1433329,2023-01-30
7316, 해운대구,공인중개사,김도경,건영짱공인중개사사무소,"부산광역시 해운대구 세실로 126 상가동 104-1(좌동,건영아파트)",35.17562853,129.1768571,2023-01-30
7317, 해운대구,공인중개사,박태범,더부동산D&C공인중개사사무소,"부산광역시 해운대구 해운대로 790 1226호(좌동, 해운대대림아크로텔)",35.16848656,129.1753161,2023-01-30
7318, 해운대구,공인중개사,박미경,해운대Lct공인중개사사무소,"부산광역시 해운대구 해운대해변로298번길 29 근생101(중동, 해운대푸르지오시티)",35.1609695,129.1668879,2023-01-30
7319, 해운대구,공인중개사,김경희,미래도시공인중개사사무소,"부산광역시 해운대구 해운대로 428 상가동 118호(우동, 동부올림픽타운)",35.16687904,129.1398374,2023-01-30
7320, 해운대구,공인중개사,김은진,육일공인중개사사무소,부산광역시 해운대구 해운대로81번길 60 1층(재송동),35.19058281,129.1227653,2023-01-30
7321, 해운대구,공인중개사,박지원,대우21세기공인중개사사무소,"부산광역시 해운대구 세실로 19 상가동 101호(좌동, 해운대대우1차아파트)",35.16739183,129.1794386,2023-01-30
7322, 해운대구,공인중개사,우희각,하늘공인중개사사무소,"부산광역시 해운대구 마린시티3로 23 102호(우동, 벽산이오렌지프라자)",35.15664443,129.1469274,2023-01-30
7323, 해운대구,공인중개사,이홍규,대성부동산중개,"부산광역시 해운대구 해운대로 663 상가B동 119호(우동, 해운대비스타동원)",35.16571417,129.1618516,2023-01-30
7324, 해운대구,공인중개사,유은진,우동자이공인중개사사무소,"부산광역시 해운대구 해운대로 435 205동 105호(우동, 해운대자이아파트)",35.16490248,129.1429711,2023-01-30
7325, 해운대구,공인중개사,황정은,마린신화아이파크공인중개사사무소,"부산광역시 해운대구 마린시티2로 38 판매동 107호(우동, 해운대아이파크)",35.157039,129.1433329,2023-01-30
7326, 해운대구,공인중개사,최정숙,한일공인중개사사무소,"부산광역시 해운대구 대천로 56 상가 108호(좌동, 한일아파트)",35.1725819,129.1712804,2023-01-30
7327, 해운대구,공인중개사,한창원,창업공인중개사사무소,"부산광역시 해운대구 좌동순환로 5 101동 105호 (중동, 이안해운대)",35.16695088,129.1672808,2023-01-30
7328, 해운대구,공인중개사,이성환,우주공인중개사사무소,부산광역시 해운대구 우동1로20번가길 23 1층일부(우동),35.16590565,129.1588027,2023-01-30
7329, 해운대구,공인중개사,곽종학,아름다운공인중개사사무소,"부산광역시 해운대구 센텀동로 123 B동23호(재송동, 더샵센텀스타)",35.17758855,129.1243099,2023-01-30
7330, 해운대구,공인중개사,김재현,현대부동산중개,"부산광역시 해운대구 좌동순환로 463 106호(중동,빌레오션오피스텔)",35.16239466,129.1705195,2023-01-30
7331, 해운대구,공인중개사,김지은,뉴롯데공인중개사사무소,"부산광역시 해운대구 세실로 138 상가동 103호(좌동, 롯데3차아파트)",35.17666917,129.1773662,2023-01-30
7332, 해운대구,공인중개사,김연수,청담동공인중개사사무소,"부산광역시 해운대구 해운대로 802 121호(좌동, 웅신시네아트)",35.1691585,129.176665,2023-01-30
7333, 해운대구,공인중개사,김대천,센텀센시빌공인중개사사무소,"부산광역시 해운대구 해운대로 284 상가동 107호(우동, 센텀센시빌)",35.17453475,129.1308766,2023-01-30
7334, 해운대구,공인중개사,하행선,미래공인중개사사무소,부산광역시 해운대구 재반로270번길 6 1층(반여동),35.20114159,129.1320474,2023-01-30
7335, 해운대구,공인중개사,정은미,금강부동산공인중개사사무소,부산광역시 해운대구 우동1로20번가길 65 1층(우동),35.16758412,129.157663,2023-01-30
7336, 해운대구,공인중개사,윤영실,으뜸자이공인중개사사무소,"부산광역시 해운대구 해운대로469번길 110 상가동 104-1호(우동, 해운대자이2차아파트)",35.1683477,129.1427669,2023-01-30
7337, 해운대구,공인중개사,차영해,황제공인중개사사무소,부산광역시 해운대구 재반로225번길 10 1층(반여동),35.19751456,129.1304926,2023-01-30
7338, 해운대구,공인중개사,민필숙,샤롯데공인중개사사무소,"부산광역시 해운대구 센텀1로 9 104호(우동, 롯데갤러리움센텀)",35.16784571,129.1309595,2023-01-30
7339, 해운대구,공인중개사,강석천,로타리부동산중개사무소,부산광역시 해운대구 중동2로 8 2층(중동),35.16278278,129.1648613,2023-01-30
7340, 해운대구,공인중개사,이진경,한라공인중개사사무소,"부산광역시 해운대구 좌동순환로 280 상가동 103호(좌동,한라아파트)",35.17089709,129.1823215,2023-01-30
7341, 해운대구,공인중개사,장기석,센트럴파크공인중개사사무소,"부산광역시 해운대구 좌동순환로 118 상가동 104호(좌동, 해운대센트럴파크아파트)",35.17570651,129.1706776,2023-01-30
7342, 해운대구,공인중개사,서원조,동부산급매물공인중개사사무소,부산광역시 해운대구 송정중앙로8번길 71-15 (송정동),35.1807649,129.200854,2023-01-30
7343, 해운대구,공인중개사,이동현,금강공인중개사사무소,"부산광역시 해운대구 센텀중앙로 97 A동 C-104호(재송동, 센텀스카이비즈)",35.175162,129.124507,2023-01-30
7344, 해운대구,공인중개사,송창규,골드부동산공인중개사사무소,부산광역시 해운대구 재반로 59-1 1층 일부(재송동),35.18397121,129.1261546,2023-01-30
7345, 해운대구,공인중개사,강경희,현대아이파크공인중개사사무소,"부산광역시 해운대구 양운로37번길 11 상가동 106호(좌동, 현대아파트)",35.16553016,129.1780835,2023-01-30
7346, 해운대구,공인중개사,박민이,센텀킹공인중개사사무소,"부산광역시 해운대구 센텀중앙로 97 B동 106호 (재송동, 센텀스카이비즈)",35.175162,129.124507,2023-01-30
7347, 해운대구,공인중개사,황은경,해움공인중개사사무소,"부산광역시 해운대구 해운대해변로 203 1508호(우동,오션타워)",35.15878741,129.1538064,2023-01-30
7348, 해운대구,공인중개사,이승명,쌍용더플래티넘공인중개사사무소,"부산광역시 해운대구 중동2로24번길 21 101호(중동,신화하니엘)",35.16427133,129.1647288,2023-01-30
7349, 해운대구,공인중개사,이승문,쌍용스타공인중개사사무소,"부산광역시 해운대구 중동2로24번길 24 상가동 101호(중동, 쌍용플래티넘해운대)",35.16388837,129.1651844,2023-01-30
7350, 해운대구,공인중개사,전해영,The스타부동산공인중개사사무소,부산광역시 해운대구 해운대로469번길 128 1층(우동),35.16821054,129.1420185,2023-01-30
7351, 해운대구,공인중개사,강병길,센텀숲공인중개사사무소,"부산광역시 해운대구 좌동순환로15번길 7 206호(중동, 롱스테이텔)",35.16739747,129.1667713,2023-01-30
7352, 해운대구,공인중개사,박성재,우리부동산중개,"부산광역시 해운대구 구남로29번길 35 ,3층 일부(중동)",35.16281775,129.1621616,2023-01-30
7353, 해운대구,법인,이승재,주식회사부동산중개법인정맥,부산광역시 해운대구 재송1로 11 1층(재송동),35.18798085,129.1214668,2023-01-30
7354, 해운대구,공인중개사,김경숙,롯데센텀공인중개사사무소,"부산광역시 해운대구 센텀1로 9 S-115호(우동, 롯데갤러리움센텀)",35.1674007,129.1313156,2023-01-30
7355, 해운대구,공인중개사,구본엽,도원부동산중개사무소,"부산광역시 해운대구 센텀3로 26 2804호(우동, 센텀스퀘어)",35.16714624,129.1334635,2023-01-30
7356, 해운대구,공인중개사,김민숙,스위첸공인중개사사무소,"부산광역시 해운대구 해운대로61번길 73 상가동 B203호 일부(반여동, 해운대더샵센텀그린)",35.19548078,129.1262697,2023-01-30
7357, 해운대구,공인중개사,윤제영,우리동네복덕방공인중개사사무소,"부산광역시 해운대구 우동1로20번길 29 1층, 서쪽점포(우동)",35.16446995,129.1581238,2023-01-30
7358, 해운대구,공인중개사,박형식,태양공인중개사사무소,"부산광역시 해운대구 해운대해변로 117 상가동 101호일부(우동, 대우마리나1차)",35.15968795,129.1453567,2023-01-30
7359, 해운대구,공인중개사,정상범,동부부동산중개,부산광역시 해운대구 재반로112번길 17 1층(재송동),35.18880181,129.1281758,2023-01-30
7360, 해운대구,공인중개사,이진기,센텀우리집공인중개사사무소,"부산광역시 해운대구 센텀중앙로 145 상가4동 109호(재송동, 더샾 센텀파크 1차아파트)",35.1767569,129.1235959,2023-01-30
7361, 해운대구,공인중개사,강정수,해운대미듬부동산중개,"부산광역시 해운대구 해운대로 564 104호 일부(우동, 해운대 한솔 솔파크)",35.16057202,129.1538207,2023-01-30
7362, 해운대구,공인중개사,문병대,삼성공인중개사사무소,"부산광역시 해운대구 세실로 174 상가동 101호(좌동, 삼성아파트)",35.17906714,129.1773349,2023-01-30
7363, 해운대구,공인중개사,이철승,제니·I공인중개사사무소,"부산광역시 해운대구 마린시티2로 33 104동 109호(우동, 두산제니스스퀘어)",35.15720524,129.144817,2023-01-30
7364, 해운대구,공인중개사,주중구,황금알공인중개사사무소,"부산광역시 해운대구 좌동순환로433번길 30-1 판매동 130호(중동,해운대힐스테이트위브)",35.16252036,129.1798512,2023-01-30
7365, 해운대구,공인중개사,안준희,좌동공인중개사사무소,"부산광역시 해운대구 좌동순환로299번길 11 상가동 104호(좌동, 벽산아파트)",35.16957245,129.1850466,2023-01-30
7366, 해운대구,공인중개사,오희정,마리나타운공인중개사사무소,"부산광역시 해운대구 해운대해변로 117 상가동 106호(우동, 대우마리나)",35.15968795,129.1453567,2023-01-30
7367, 해운대구,공인중개사,박재원,뉴오션부동산공인중개사사무소,"부산광역시 해운대구 해운대해변로 203 238호(우동,오션타워)",35.15878741,129.1538064,2023-01-30
7368, 해운대구,공인중개사,엄선희,센텀e공인중개사사무소,부산광역시 해운대구 명장로67번길 123 1층(반여동),35.20442558,129.1162131,2023-01-30
7369, 해운대구,공인중개사,이채일,센텀제일공인중개사사무소,"부산광역시 해운대구 센텀중앙로 145 상가7동 102-3호(재송동, 더샾 센텀파크1차아파트)",35.1767569,129.1235959,2023-01-30
7370, 해운대구,공인중개사,조규완,해운대샬롬공인중개사사무소,부산광역시 해운대구 해운대해변로 320 1층(중동),35.16198629,129.1652011,2023-01-30
7371, 해운대구,공인중개사,박점숙,센텀왕자공인중개사사무소,부산광역시 해운대구 선수촌로 22 1층(반여동),35.1959034,129.1186109,2023-01-30
7372, 해운대구,공인중개사,김현규,우성부동산공인중개사사무소,부산광역시 해운대구 반여로155번길 50 1층(반여동),35.20647573,129.1235663,2023-01-30
7373, 해운대구,공인중개사,김영희,금나무공인중개사사무소,"부산광역시 해운대구 삼어로 181 상가동104호(반여동,우신아파트)",35.21294687,129.1178126,2023-01-30
7374, 해운대구,공인중개사,김민석,집준비부동산중개,"부산광역시 해운대구 해운대로383번가길 19 상가동201호(우동,삼진그린아파트)",35.17164238,129.1403651,2023-01-30
7375, 해운대구,공인중개사,이승준,코오롱부동산공인중개사사무소,"부산광역시 해운대구 대천로 35 상가109호(좌동,효성코오롱아파트)",35.17000731,129.1681369,2023-01-30
7376, 해운대구,공인중개사,박미옥,엘시티프라임공인중개사사무소,"부산광역시 해운대구 달맞이길 30 포디움동 2071호 일부(중동,엘시티)",35.16132822,129.1680126,2023-01-30
7377, 해운대구,공인중개사,박지희,재벌부동산공인중개사사무소,"부산광역시 해운대구 세실로 64 상가-104호 (좌동, 화목데파트)",35.17097853,129.1776682,2023-01-30
7378, 해운대구,공인중개사,최복례,신세대공인중개사사무소,"부산광역시 해운대구 양운로 53 상가105호(좌동,해운대투모로우)",35.16789898,129.1764163,2023-01-30
7379, 해운대구,공인중개사,정민정,e스타공인중개사사무소,부산광역시 해운대구 좌동순환로15번길 9-8 1층좌측(좌동),35.16696953,129.1662822,2023-01-30
7380, 해운대구,공인중개사,박정현,토마토공인중개사사무소,"부산광역시 해운대구 대천로 187 107호, 107-1호(좌동, 화목쇼핑타운)",35.17149402,129.1793443,2023-01-30
7381, 해운대구,공인중개사,허진행,명당부동산중개,"부산광역시 해운대구 세실로 48 상가 107호(좌동, 해운대삼정코아주상복합)",35.16968098,129.1785496,2023-01-30
7382, 해운대구,공인중개사,이재곤,믿음공인중개사사무소,"부산광역시 해운대구 마린시티2로 2 104호 (우동, 마린파크)",35.15932892,129.1442431,2023-01-30
7383, 해운대구,공인중개사,최혜숙,부자공인중개사사무소,부산광역시 해운대구 반송로 890-1 1층(반송동),35.23087427,129.1515318,2023-01-30
7384, 해운대구,공인중개사,김미경,킹덤힐공인중개사사무소,"부산광역시 해운대구 좌동순환로433번길 30-1 판매동 118호(중동,해운대힐스테이트위브)",35.16252036,129.1798512,2023-01-30
7385, 해운대구,공인중개사,정미경,삼호공인중개사사무소,"부산광역시 해운대구 해운대로349번길 24 상가동119호(우동,삼호가든)",35.17492939,129.1397304,2023-01-30
7386, 해운대구,공인중개사,구명옥,센텀파미르공인중개사사무소,"부산광역시 해운대구 해운대로61번길 56 108동상가203호(재송동,센텀파미르)",35.1941891,129.1255931,2023-01-30
7387, 해운대구,공인중개사,손정희,센텀위너스부동산공인중개사사무소,"부산광역시 해운대구 센텀중앙로 97 B동 상가 C105호(재송동, 센텀스카이비즈)",35.175162,129.124507,2023-01-30
7388, 해운대구,공인중개사,최라영,OK대림부동산공인중개사사무소,"부산광역시 해운대구 대천로103번길 47 분산상가 1동101호(좌동,대림아파트)",35.17865156,129.1746502,2023-01-30
7389, 해운대구,공인중개사,양영은,황금알공인중개사사무소,"부산광역시 해운대구 청사포로 16 104호(좌동, 락희상가)",35.16625018,129.183736,2023-01-30
7390, 해운대구,공인중개사,심기정,우동부동산공인중개사사무소,부산광역시 해운대구 우동1로 82 1층(우동),35.16846926,129.156534,2023-01-30
7391, 해운대구,공인중개사,정규순,모닝공인중개사사무소,"부산광역시 해운대구 해운대로38번길 60 105동 101호(재송동, 센텀협성르네상스타운)",35.19264772,129.1178196,2023-01-30
7392, 해운대구,공인중개사,김정숙,해운공인중개사사무소,부산광역시 해운대구 우동1로 73 1층(우동),35.16781626,129.1569528,2023-01-30
7393, 해운대구,공인중개사,정현미,꿈있는부동산공인중개사사무소,"부산광역시 해운대구 세실로 126 상가동 104-2호(좌동, 건영아파트)",35.17562853,129.1768571,2023-01-30
7394, 해운대구,공인중개사,박동숙,동부센텀공인중개사사무소,부산광역시 해운대구 해운대로177번길 24 1층(재송동),35.18254869,129.124038,2023-01-30
7395, 해운대구,공인중개사,조원호,해운대LCT강남공인중개사사무소,부산광역시 해운대구 구남로29번길 35 3층좌측(중동),35.16281775,129.1621616,2023-01-30
7396, 해운대구,공인중개사,여성옥,열린공인중개사사무소,부산광역시 해운대구 송정광어골로 5 1층(송정동),35.18045679,129.1992026,2023-01-30
7397, 해운대구,공인중개사,백금순,LCT알파부동산중개,"부산광역시 해운대구 달맞이길 30 포디움동 3053호(중동, 엘시티)",35.16132822,129.1680126,2023-01-30
7398, 해운대구,공인중개사,김명자,재원공인중개사사무소,"부산광역시 해운대구 세실로 64 1층140호(좌동,화목데파트)",35.17097853,129.1776682,2023-01-30
7399, 해운대구,공인중개사,박상범,명문공인중개사사무소,부산광역시 해운대구 우동2로14번길 47 1층(우동),35.16739551,129.1622926,2023-01-30
7400, 해운대구,공인중개사,송미경,래미안파크공인중개사사무소,"부산광역시 해운대구 좌동순환로 402 상가동110동107호(중동,래미안해운대)",35.16393101,129.1766115,2023-01-30
